Price,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc,Price(million/m_square),District,City
4.2,300,Ngõ 2 ô tô tránh,10,,Chính chủ,Phòng trọ/ Nhà trọ,,,10,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,14,Thị xã Bến Cát, Tỉnh Bình Dương
0.9948,120,Ngõ ô tô đỗ cửa,,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,8.29,Huyện Cam Lâm, Tỉnh Khánh Hòa
3.7,36,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,102.78,Quận Tân Bình, Thành phố Hồ Chí Minh
3.1,22,Ngõ ô tô đỗ cửa,4.4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,140.91,Quận Hai Bà Trưng, Thành phố Hà Nội
3.99,64,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,62.34,Quận Cầu Giấy, Thành phố Hà Nội
1.38,66,Ngõ 1 ô tô,4,,Quảng cáo,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,20.91,Huyện Mê Linh, Thành phố Hà Nội
12.88,184,Mặt phố - Mặt đường,8,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,70,Quận Lê Chân, Thành phố Hải Phòng
25.4,187,Mặt phố - Mặt đường,6,Đông,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,135.83,Quận 9, Thành phố Hồ Chí Minh
14,42,Mặt phố - Mặt đường,9.5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,333.33,Quận Hai Bà Trưng, Thành phố Hà Nội
8.5,66,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,128.79,Quận Hà Đông, Thành phố Hà Nội
3.2,35,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,5,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,91.43,Quận Bắc Từ Liêm, Thành phố Hà Nội
1.53,91,Ngõ 1 ô tô,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",16.81,Quận Dương Kinh, Thành phố Hải Phòng
2.6,68,Ngõ 1 ô tô,4.5,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,38.24,Thành phố Biên Hòa, Tỉnh Đồng Nai
3.35,50,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,67,Quận Hà Đông, Thành phố Hà Nội
2.9,30,Ngõ ngách,,,Chính chủ,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,96.67,Quận Hà Đông, Thành phố Hà Nội
15.8,150,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,1,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,105.33,Quận Hoàng Mai, Thành phố Hà Nội
4,3992,Mặt phố - Mặt đường,38,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1,Huyện Đầm Dơi, Tỉnh Cà Mau
8,4401.5,Mặt phố - Mặt đường,12,Đông Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,1.82,Huyện Đầm Dơi, Tỉnh Cà Mau
3.1,75,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.33,Thị xã Từ Sơn, Tỉnh Bắc Ninh
3,35,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,85.71,Quận Cầu Giấy, Thành phố Hà Nội
3.1,40,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,77.5,Quận Đống Đa, Thành phố Hà Nội
2.3,141,Mặt phố - Mặt đường,4.8,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,16.31,Huyện Quốc Oai, Thành phố Hà Nội
7.6,48,Ngõ ô tô đỗ cửa,6,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,158.33,Quận Đống Đa, Thành phố Hà Nội
8,90,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,88.89,Quận Bình Tân, Thành phố Hồ Chí Minh
13,50,Ngõ 3 ô tô tránh,4.1,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,260,Quận Tây Hồ, Thành phố Hà Nội
5.2,46,Ngõ 1 ô tô,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,113.04,Quận Cầu Giấy, Thành phố Hà Nội
2,80,Ngõ 2 ô tô tránh,,,Nhà môi giới,Chung cư,,,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",25,Quận Bắc Từ Liêm, Thành phố Hà Nội
76,305,Ngõ ô tô đỗ cửa,19,,Nhà môi giới,Biệt thự - Song lập - Đơn lập,,6,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,249.18,Quận Cầu Giấy, Thành phố Hà Nội
4.2,46,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,91.3,Quận Cầu Giấy, Thành phố Hà Nội
27.5,46,Ngõ 2 ô tô tránh,7.9,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",597.83,Quận Ba Đình, Thành phố Hà Nội
3.35,35,Ngõ ngách,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,95.71,Quận Cầu Giấy, Thành phố Hà Nội
220,1000,Mặt phố - Mặt đường,40,,Nhà môi giới,Toà nhà văn phòng,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,220,Quận Cầu Giấy, Thành phố Hà Nội
290,500,Ngõ 2 ô tô tránh,,,Nhà môi giới,Toà nhà văn phòng,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",580,Quận Cầu Giấy, Thành phố Hà Nội
3.05,502,Ngõ 1 ô tô,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,6.08,Thành phố Biên Hòa, Tỉnh Đồng Nai
70,143,Mặt phố - Mặt đường,,,Nhà môi giới,Shophouse - Nhà phố,,,,,489.51,Quận Đống Đa, Thành phố Hà Nội
60,94,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,12,12,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,638.3,Quận Hai Bà Trưng, Thành phố Hà Nội
4.1,39,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,3,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",105.13,Quận Hà Đông, Thành phố Hà Nội
162,194,,,,Nhà môi giới,Nhà liền kề - Song lập - Đơn lập,,,,,835.05,Quận Hai Bà Trưng, Thành phố Hà Nội
2.8,38,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,73.68,Quận Nam Từ Liêm, Thành phố Hà Nội
3.5,35,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Cầu Giấy, Thành phố Hà Nội
100,229,Mặt phố - Mặt đường,11,,Nhà môi giới,Biệt thự,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,436.68,Quận Tây Hồ, Thành phố Hà Nội
2.6,40,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,65,Quận Bình Tân, Thành phố Hồ Chí Minh
27.5,124,Ngõ 1 ô tô,7.7,,Nhà môi giới,Chung cư mini,,42,42,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,221.77,Quận Cầu Giấy, Thành phố Hà Nội
3.25,40,Ngõ 1 ô tô,4,,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,81.25,Quận Long Biên, Thành phố Hà Nội
36.7,311,Ngõ 2 ô tô tránh,15,,Nhà môi giới,Nhà cấp 4,,,,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán",118.01,Quận Nam Từ Liêm, Thành phố Hà Nội
225,677,Mặt phố - Mặt đường,50,,Nhà môi giới,Sàn văn phòng,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,332.35,Quận Cầu Giấy, Thành phố Hà Nội
35,150,Mặt phố - Mặt đường,9,,Nhà môi giới,Khách sạn - Nhà nghỉ,,,20,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,233.33,Quận Tây Hồ, Thành phố Hà Nội
27,100,Mặt phố - Mặt đường,3.5,,Nhà môi giới,Nhà ở,,3,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,270,Quận Hoàn Kiếm, Thành phố Hà Nội
2.3,35,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,65.71,Quận Long Biên, Thành phố Hà Nội
29,33,Mặt phố - Mặt đường,,,Nhà môi giới,Shophouse - Nhà phố,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,878.79,Quận Hoàn Kiếm, Thành phố Hà Nội
5.65,135,Mặt phố - Mặt đường,3.4,,Nhà môi giới,Nhà ở,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,41.85,Quận 4, Thành phố Hồ Chí Minh
335,1000,Mặt phố - Mặt đường,17,,Nhà môi giới,Dự án BĐS - Khu nghỉ dưỡng - Resort,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,335,Quận Đống Đa, Thành phố Hà Nội
50,130,Mặt phố - Mặt đường,,,Nhà môi giới,Toà nhà văn phòng,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,384.62,Quận Cầu Giấy, Thành phố Hà Nội
1.78,41.5,Ngõ ô tô đỗ cửa,4.3,Bắc,Chính chủ,Nhà ở,,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,42.89,Thành phố Hải Dương, Tỉnh Hải Dương
3.7,34,Ngõ ô tô đỗ cửa,3.5,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,108.82,Quận Hà Đông, Thành phố Hà Nội
5.65,27.1,Mặt phố - Mặt đường,3.4,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,208.49,Quận 4, Thành phố Hồ Chí Minh
3.4,34,Ngõ ô tô đỗ cửa,3.7,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,100,Quận Bắc Từ Liêm, Thành phố Hà Nội
4.5,400,Ngõ ngách,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.25,Huyện Kim Bôi, Tỉnh Hoà Bình
5.5,42,Ngõ ô tô đỗ cửa,4.5,,Nhà môi giới,Nhà ở,,4,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,130.95,Quận Tân Phú, Thành phố Hồ Chí Minh
0.75,1200,Ngõ ngách,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.000625,Huyện Kim Bôi, Tỉnh Hoà Bình
8.1,101,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,80.2,Huyện Thanh Trì, Thành phố Hà Nội
4.4,34,Ngõ ngách,3.5,Đông Bắc,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,129.41,Quận Cầu Giấy, Thành phố Hà Nội
17,120,Ngõ ô tô đỗ cửa,6,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,141.67,Quận Bình Thạnh, Thành phố Hồ Chí Minh
34,84,Mặt phố - Mặt đường,7,Đông Nam,Nhà môi giới,Nhà ở,,5,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,404.76,Quận Tây Hồ, Thành phố Hà Nội
31.8,194,Mặt phố - Mặt đường,9,,Nhà môi giới,Biệt thự,,,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,163.92,Quận Nam Từ Liêm, Thành phố Hà Nội
3.18,138.5,Mặt phố - Mặt đường,6,Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,22.96,Thị xã Điện Bàn, Tỉnh Quảng Nam
4.45,32,Ngõ ngách,3.5,Đông Bắc,Nhà môi giới,Nhà ở,,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,139.06,Quận Cầu Giấy, Thành phố Hà Nội
4.8,35.5,Ngõ ngách,3.5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,135.21,Quận 4, Thành phố Hồ Chí Minh
4,35,Ngõ ngách,3.8,,Khách vãng lai,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.29,Quận Hoàn Kiếm, Thành phố Hà Nội
4.5,60,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,75,Quận Hà Đông, Thành phố Hà Nội
7.5,93,Ngõ ô tô đỗ cửa,3,Bắc,Chính chủ,Nhà ở,,,,,80.65,Quận Bình Thạnh, Thành phố Hồ Chí Minh
4.5,40,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,112.5,Quận Tân Phú, Thành phố Hồ Chí Minh
2.3,687,Ngõ 2 ô tô tránh,,,Nhà đầu tư,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,3.35,Huyện Cần Giuộc, Tỉnh Long An
4.85,63,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,76.98,Quận Tân Phú, Thành phố Hồ Chí Minh
3.7,100,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,37,Quận 12, Thành phố Hồ Chí Minh
7.99,51,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,156.67,Quận Long Biên, Thành phố Hà Nội
6.7,40,Mặt phố - Mặt đường,3.7,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,167.5,Quận Tân Bình, Thành phố Hồ Chí Minh
6.6,60,Ngõ ngách,4,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,110,Quận 7, Thành phố Hồ Chí Minh
26,65,Mặt phố - Mặt đường,4.2,Bắc,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,400,Quận Ba Đình, Thành phố Hà Nội
16,98,Ngõ ô tô đỗ cửa,6.5,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,163.27,Quận 10, Thành phố Hồ Chí Minh
11.5,120,Mặt phố - Mặt đường,6,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,95.83,Quận Hà Đông, Thành phố Hà Nội
4.95,40,Ngõ ngách,3.7,,Nhà môi giới,Nhà ở,,4,7,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,123.75,Quận Ba Đình, Thành phố Hà Nội
1.56,68,Ngõ ô tô đỗ cửa,,,Chính chủ,Chung cư mini,,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,22.94,Quận Thanh Xuân, Thành phố Hà Nội
1.34,240,Mặt phố - Mặt đường,6,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,5.6,Huyện Đức Hòa, Tỉnh Long An
2.5,29,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,86.21,Quận Hoàng Mai, Thành phố Hà Nội
1.3,59,Ngõ ngách,5,Tây Nam,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,22.03,Quận Lê Chân, Thành phố Hải Phòng
38,66,Mặt phố - Mặt đường,8.3,,Nhà môi giới,Shophouse - Nhà phố,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,575.76,Quận Ba Đình, Thành phố Hà Nội
26,94,Mặt phố - Mặt đường,4,Nam,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,276.6,Quận Ba Đình, Thành phố Hà Nội
4.95,41,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,120.73,Quận Ba Đình, Thành phố Hà Nội
6.3,44,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Nhà ở,,,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,143.18,Quận Đống Đa, Thành phố Hà Nội
23,116,Mặt phố - Mặt đường,6,Đông Nam,Chủ đầu tư,Nhà liền kề - Song lập - Đơn lập,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,198.28,Quận Bắc Từ Liêm, Thành phố Hà Nội
7.8,40,Mặt phố - Mặt đường,3.6,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,195,Quận Hồng Bàng, Thành phố Hải Phòng
4.7,129,Ngõ 3 ô tô tránh,,Đông Nam,Chủ đầu tư,Chung cư,,,4,Hợp đồng mua bán,36.43,Quận Bắc Từ Liêm, Thành phố Hà Nội
2.5,52.1,Ngõ ô tô đỗ cửa,4,"Đông Nam, Tây Nam",Chính chủ,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,47.98,Thành phố Hải Dương, Tỉnh Hải Dương
4.6,62,Ngõ ô tô đỗ cửa,4.2,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,74.19,Quận Gò Vấp, Thành phố Hồ Chí Minh
1.85,86,Ngõ 2 ô tô tránh,7,,Nhà môi giới,Nhà ở,,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,21.51,Quận Đống Đa, Thành phố Hà Nội
21,50,Mặt phố - Mặt đường,,,Nhà môi giới,Shophouse - Nhà phố,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,420,Quận Tây Hồ, Thành phố Hà Nội
28,74.1,Ngõ 2 ô tô tránh,4,,Nhà môi giới,Nhà ở,,9,8,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,377.87,Quận 1, Thành phố Hồ Chí Minh
6.4,94,Ngõ ngách,5,,Nhà môi giới,Nhà ở,,4,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,68.09,Quận Long Biên, Thành phố Hà Nội
2.5,3900,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.00064103,Huyện Kim Bôi, Tỉnh Hoà Bình
6.8,60,Ngõ ô tô đỗ cửa,5,,Nhà môi giới,Chung cư mini,,11,10,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,113.33,Quận Hoàng Mai, Thành phố Hà Nội
171.6,974,Mặt phố - Mặt đường,21.3,,Nhà môi giới,Biệt thự,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,176.18,Quận 2, Thành phố Hồ Chí Minh
2,5148,Mặt phố - Mặt đường,,,Nhà môi giới,Nhà cấp 4,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.0003885,Huyện Cao Phong, Tỉnh Hoà Bình
1.8,90,Mặt phố - Mặt đường,,,Chính chủ,Shophouse - Nhà phố,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,20,Thị xã Tân Uyên, Tỉnh Bình Dương
8,70,Ngõ 1 ô tô,5,,Nhà môi giới,Nhà ở,,30,30,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.29,Quận Hoàng Mai, Thành phố Hà Nội
3.75,46,Ngõ 1 ô tô,4.6,,Nhà môi giới,Nhà ở,,,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,81.52,Quận Ninh Kiều, Thành phố Cần Thơ
3.9,24,Ngõ ngách,,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,162.5,Quận 1, Thành phố Hồ Chí Minh
15,72,Ngõ 2 ô tô tránh,4.5,,Nhà môi giới,Nhà ở,,4,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,208.33,Quận Cầu Giấy, Thành phố Hà Nội
1.85,21,Ngõ 1 ô tô,3,,Nhà môi giới,Nhà ở,,1,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,88.1,Quận 6, Thành phố Hồ Chí Minh
6.3,136.8,Mặt phố - Mặt đường,4.3,,Nhà môi giới,Nhà ở,,,9,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,46.05,Quận 12, Thành phố Hồ Chí Minh
4.5,51,Ngõ ô tô đỗ cửa,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,88.24,Quận Bình Thạnh, Thành phố Hồ Chí Minh
3,90,Mặt phố - Mặt đường,7,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,33.33,Thành phố Phan Thiết, Tỉnh Bình Thuận
19,200,Ngõ 2 ô tô tránh,12.6,,Chính chủ,Biệt thự,,2,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,95,Quận Hà Đông, Thành phố Hà Nội
10.9,62,Ngõ ô tô đỗ cửa,6.5,,Nhà môi giới,Nhà ở,,4,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,175.81,Quận Đống Đa, Thành phố Hà Nội
3.76,94.5,Ngõ 4 ô tô trở lên,4.5,Tây Nam,Nhà môi giới,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.79,Quận Ninh Kiều, Thành phố Cần Thơ
10.5,90,Ngõ 1 ô tô,9,,Nhà môi giới,Nhà ở,,33,33,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,116.67,Quận Đống Đa, Thành phố Hà Nội
15,100,Ngõ ô tô đỗ cửa,5.6,,Nhà môi giới,Nhà ở,,26,26,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,150,Quận Nam Từ Liêm, Thành phố Hà Nội
4.5,30,Ngõ 2 ô tô tránh,3.4,,Nhà môi giới,Nhà ở,,2,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,150,Quận Tân Phú, Thành phố Hồ Chí Minh
21.5,250,Ngõ 2 ô tô tránh,,Tây,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,86,Huyện Gia Lâm, Thành phố Hà Nội
3.49,32,Ngõ ô tô đỗ cửa,4,,Nhà môi giới,Nhà ở,,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,109.06,Quận Bình Tân, Thành phố Hồ Chí Minh
8.59,70,Mặt phố - Mặt đường,5,,Nhà môi giới,Nhà ở,,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,122.71,Quận Tân Bình, Thành phố Hồ Chí Minh
6.89,60,Ngõ 1 ô tô,6,,Chính chủ,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,114.83,Quận Tân Bình, Thành phố Hồ Chí Minh
1.89,48,,,,Nhà môi giới,Chung cư,,,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,39.38,Thị xã Thuận An, Tỉnh Bình Dương
2.3,218,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,10.55,Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu
4.65,45,Ngõ 2 ô tô tránh,4.3,,Nhà môi giới,Nhà ở,,4,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,103.33,Quận Hoàng Mai, Thành phố Hà Nội
2.45,3500,Ngõ 1 ô tô,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,0.0007,Huyện Lương Sơn, Tỉnh Hoà Bình
1.9,115,Ngõ ngách,8,Nam,Khách vãng lai,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,16.52,Thành phố Nam Định, Tỉnh Nam Định
1.55,136,Mặt phố - Mặt đường,,,Nhà môi giới,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,11.4,Thành phố Biên Hòa, Tỉnh Đồng Nai
6,76,Ngõ ô tô đỗ cửa,6,,Nhà môi giới,Nhà ở,,4,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,78.95,Quận Long Biên, Thành phố Hà Nội
11,55,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,200,Quận Cầu Giấy, Thành phố Hà Nội
11,53,Ngõ 2 ô tô tránh,,,Nhà môi giới,Nhà ở,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,207.55,Quận Cầu Giấy, Thành phố Hà Nội
4.75,70.2,Mặt phố - Mặt đường,6.4,Tây Nam,Khách vãng lai,Nhà ở,,,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,67.66,Thành phố Nam Định, Tỉnh Nam Định
3.2,100,Mặt phố - Mặt đường,4,Tây,Chính chủ,Đất - Đất nền - Nhà như đất,,,,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng,32,Huyện Bình Chánh, Thành phố Hồ Chí Minh
