Price,Location,Area,Street,Facade,Direction,Saler,Type,Floor,Bathrooms,Bedrooms,Legal Doc
8.5 Tỷ - 85 Triệu/m²,"Quận 8, Thành phố Hồ Chí Minh",100 m²,Mặt phố - Mặt đường,5m,---,Chính chủ,Nhà ở,---,---,---,---
2.68 Tỷ - 33.5 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",80 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 46.15 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",78 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Chung cư,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 76.47 Triệu/m²,"Quận Nam Từ Liêm, Thành phố Hà Nội",34 m²,Ngõ ngách,---,Đông Bắc,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.6 Tỷ - 282.93 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",41 m²,Mặt phố - Mặt đường,3.4m,---,Nhà môi giới,Nhà ở,---,5,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
10.5 Tỷ - 110.53 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",95 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,16,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.2 Tỷ - 95.38 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",65 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,3,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.6 Tỷ - 21.31 Triệu/m²,"Huyện Quốc Oai, Thành phố Hà Nội",122 m²,Ngõ 2 ô tô tránh,8m,---,Khách vãng lai,Đất - Đất nền - Nhà như đất,---,---,---,Hợp đồng góp vốn
1.6 Tỷ - 1.29 Triệu/m²,"Huyện Kim Bôi, Tỉnh Hoà Bình","1,244 m²",Ngõ ngách,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
18.5 Tỷ - 142.31 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",130 m²,Ngõ 1 ô tô,14m,---,Nhà môi giới,Nhà ở,7,35,35,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.3 Tỷ - 23 Triệu/m²,"Huyện Yên Phong, Tỉnh Bắc Ninh",100 m²,Ngõ 2 ô tô tránh,---,---,Sàn bất động sản,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.3 Tỷ - 110.42 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",48 m²,Ngõ ngách,3.6m,---,Nhà môi giới,Nhà ở,2,2,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.5 Tỷ - 144.44 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",45 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.8 Tỷ - 126.32 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",38 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.1 Tỷ - 108.93 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",56 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,6,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
590 Triệu - 2.36 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",250 m²,Ngõ 3 ô tô tránh,5m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15 Tỷ - 250 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",60 m²,Ngõ 4 ô tô trở lên,4.2m,Đông,Nhà môi giới,"Shophouse - Nhà phố, Sàn văn phòng, Nhà hàng - Cửa hàng - Ki ốt",5,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15.8 Tỷ - 367.44 Triệu/m²,"Quận 10, Thành phố Hồ Chí Minh",43 m²,Mặt phố - Mặt đường,4.1m,---,Nhà môi giới,Nhà ở,4,4,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
115 Tỷ - 328.57 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",350 m²,Ngõ ô tô đỗ cửa,11m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
590 Triệu - 2.36 Triệu/m²,"Huyện Đồng Phú, Tỉnh Bình Phước",250 m²,Ngõ 3 ô tô tránh,5m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15 Tỷ - 250 Triệu/m²,"Quận Hoàng Mai, Thành phố Hà Nội",60 m²,Ngõ 4 ô tô trở lên,4.2m,Đông,Nhà môi giới,"Shophouse - Nhà phố, Sàn văn phòng, Nhà hàng - Cửa hàng - Ki ốt",5,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15.8 Tỷ - 367.44 Triệu/m²,"Quận 10, Thành phố Hồ Chí Minh",43 m²,Mặt phố - Mặt đường,4.1m,---,Nhà môi giới,Nhà ở,4,4,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
115 Tỷ - 328.57 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",350 m²,Ngõ ô tô đỗ cửa,11m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.55 Tỷ - 104.41 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",34 m²,Ngõ ngách,---,---,Chính chủ,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.45 Tỷ - 61.87 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",39.6 m²,Ngõ ô tô đỗ cửa,3.3m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.58 Tỷ - 23.24 Triệu/m²,"Thành phố Bắc Ninh, Tỉnh Bắc Ninh",68 m²,Ngõ 2 ô tô tránh,---,---,Sàn bất động sản,"Đất - Đất nền - Nhà như đất, Chung cư",---,2,2,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
1.25 Tỷ - 35.71 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",35 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 110 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",50 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 120 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",30 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.5 Tỷ - 75.34 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",73 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
115 Tỷ - 766.67 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",150 m²,Mặt phố - Mặt đường,6.8m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.2 Tỷ - 84 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",50 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
4.25 Tỷ - 85 Triệu/m²,"Huyện Nhà Bè, Thành phố Hồ Chí Minh",50 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.05 Tỷ - 114.77 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",44 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.35 Tỷ - 92.24 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",58 m²,Ngõ 2 ô tô tránh,7m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.3 Tỷ - 98.44 Triệu/m²,"Huyện Nhà Bè, Thành phố Hồ Chí Minh",64 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,"Nhà ở, Biệt thự - Song lập - Đơn lập",---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.5 Tỷ - 273.81 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",42 m²,Ngõ 3 ô tô tránh,4.2m,Đông Bắc,Nhà môi giới,"Nhà ở, Shophouse - Nhà phố, Bất động sản khác",4,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 473.68 Nghìn/m²,"Huyện Kim Bôi, Tỉnh Hoà Bình","7,600 m²",---,---,---,Khách vãng lai,Đất - Đất nền - Nhà như đất,---,---,---,---
6.1 Tỷ - 110.91 Triệu/m²,"Quận Hà Đông, Thành phố Hà Nội",55 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.6 Tỷ - 137.5 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",48 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.4 Tỷ - 25.45 Triệu/m²,"Huyện Thanh Trì, Thành phố Hà Nội",55 m²,Ngõ ô tô đỗ cửa,3.6m,---,Chính chủ,"Nhà ở, Nhà cấp 4, Đất - Đất nền - Nhà như đất",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4 Tỷ - 588.06 Nghìn/m²,"Thành phố Hạ Long, Tỉnh Quảng Ninh","6,802 m²",Ngõ 3 ô tô tránh,134m,Đông Tứ Trạch,Nhà đầu tư,"Đất - Đất nền - Nhà như đất, Kho bãi - Nhà xưởng, Khu công nghiệp, Dự án BĐS - Khu nghỉ dưỡng - Resort",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.1 Tỷ - 117.14 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",35 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
4 Tỷ - 588.06 Nghìn/m²,"Thành phố Hạ Long, Tỉnh Quảng Ninh","6,802 m²",Ngõ 3 ô tô tránh,134m,Đông Tứ Trạch,Nhà đầu tư,"Đất - Đất nền - Nhà như đất, Kho bãi - Nhà xưởng, Khu công nghiệp, Dự án BĐS - Khu nghỉ dưỡng - Resort",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.1 Tỷ - 117.14 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",35 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
27.5 Tỷ - 550 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",50 m²,Mặt phố - Mặt đường,12m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.1 Tỷ - 61.21 Triệu/m²,"Thành phố Đà Lạt, Tỉnh Lâm Đồng",116 m²,Ngõ 2 ô tô tránh,5.9m,Bắc,Nhà môi giới,Chung cư,---,---,5,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.9 Tỷ - 60.42 Triệu/m²,"Huyện Hóc Môn, Thành phố Hồ Chí Minh",48 m²,Ngõ 1 ô tô,4m,Tây Nam,Khách vãng lai,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 473.68 Nghìn/m²,"Huyện Kim Bôi, Tỉnh Hoà Bình","7,600 m²",Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Quận Ba Đình, Thành phố Hà Nội",35 m²,Ngõ ngách,4.3m,Đông Bắc,Khách vãng lai,Nhà ở,---,3,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.8 Tỷ - 128.89 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",45 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 116.67 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",30 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Huyện Sóc Sơn, Thành phố Hà Nội",72 m²,Mặt phố - Mặt đường,---,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
30 Tỷ - 283.02 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",106 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.05 Tỷ - 169.44 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",18 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 150 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",24 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,---
5.5 Tỷ - 125 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",44 m²,Ngõ ô tô đỗ cửa,4m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.8 Tỷ - 218.52 Triệu/m²,"Quận Tây Hồ, Thành phố Hà Nội",54 m²,Ngõ 2 ô tô tránh,4m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.6 Tỷ - 170.37 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",27 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,---
4.8 Tỷ - 133.33 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",36 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.55 Tỷ - 181.94 Triệu/m²,"Quận 11, Thành phố Hồ Chí Minh",36 m²,Mặt phố - Mặt đường,12m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.8 Tỷ - 108.57 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",35 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.9 Tỷ - 11.93 Triệu/m²,"Thành phố Đồng Xoài, Tỉnh Bình Phước",243 m²,Ngõ 1 ô tô,6m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.9 Tỷ - 114.71 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",34 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
750.4 Triệu - 4.69 Triệu/m²,"Huyện Như Thanh, Tỉnh Thanh Hóa",160 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
400 Triệu - 5.33 Triệu/m²,"Thị xã Duy Tiên, Tỉnh Hà Nam",75 m²,Ngõ 1 ô tô,4.5m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
Thương lượng,"Quận Phú Nhuận, Thành phố Hồ Chí Minh",10 m²,Ngõ ngách,2.7m,---,Khách vãng lai,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.2 Tỷ - 1.07 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội","3,000 m²",Ngõ 2 ô tô tránh,100m,"Đông Nam, Nam",Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.7 Tỷ - 134.29 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",35 m²,Ngõ ngách,7m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.3 Tỷ - 132.73 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",55 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.1 Tỷ - 127.5 Triệu/m²,"Quận 3, Thành phố Hồ Chí Minh",40 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.5 Tỷ - 18.88 Triệu/m²,"Thành phố Huế, Tỉnh Thừa Thiên Huế",185.4 m²,Mặt phố - Mặt đường,9.3m,---,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.85 Tỷ - 95 Triệu/m²,"Quận Long Biên, Thành phố Hà Nội",30 m²,Ngõ ô tô đỗ cửa,3m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
14.4 Tỷ - 257.14 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",56 m²,Ngõ 2 ô tô tránh,6m,---,Nhà môi giới,Nhà ở,---,---,4,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
Thương lượng,"Huyện U Minh, Tỉnh Cà Mau","8,698.6 m²",Ngõ ô tô đỗ cửa,85.7m,Tây,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.9 Tỷ - 28.36 Triệu/m²,"Thị xã Thuận An, Tỉnh Bình Dương",67 m²,---,---,---,Nhà môi giới,"Chung cư, Mặt bằng thương mại",---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
290 Triệu - 1.19 Triệu/m²,"Thành phố Đồng Xoài, Tỉnh Bình Phước",243 m²,Ngõ ô tô đỗ cửa,6m,---,Nhà môi giới,Nhà ở,---,---,1,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.55 Tỷ - 57.95 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",44 m²,Mặt phố - Mặt đường,4m,---,Nhà môi giới,Nhà ở,---,---,2,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.28 Tỷ - 91.2 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",25 m²,Ngõ ngách,3.1m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.2 Tỷ - 124 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",50 m²,Ngõ 1 ô tô,6.2m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.7 Tỷ - 104.44 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",45 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,3,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
6.2 Tỷ - 124 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",50 m²,Ngõ 1 ô tô,6.2m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
38.6 Tỷ - 567.65 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",68 m²,Mặt phố - Mặt đường,8.2m,---,Nhà môi giới,"Nhà ở, Shophouse - Nhà phố, Sàn văn phòng",---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.7 Tỷ - 170 Nghìn/m²,"Huyện Chơn Thành, Tỉnh Bình Phước","10,000 m²",Mặt phố - Mặt đường,50m,---,Chính chủ,Trang trại,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
11.06 Tỷ - 20.99 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",527 m²,Mặt phố - Mặt đường,---,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
7.1 Tỷ - 110.94 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",64 m²,Ngõ 2 ô tô tránh,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.3 Tỷ - 44.17 Triệu/m²,"Thị xã Từ Sơn, Tỉnh Bắc Ninh",120 m²,Mặt phố - Mặt đường,6m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.2 Tỷ - 77.5 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",80 m²,Ngõ ô tô đỗ cửa,5m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1 Tỷ - 10 Triệu/m²,"Quận 10, Thành phố Hồ Chí Minh",100 m²,Ngõ 4 ô tô tránh,5m,---,Sàn bất động sản,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
15.9 Tỷ - 244.62 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",65 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
4.4 Tỷ - 100 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",44 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.2 Tỷ - 6.23 Triệu/m²,"Huyện Lai Vung, Tỉnh Đồng Tháp",514 m²,Mặt phố - Mặt đường,10m,Nam,Chính chủ,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.3 Tỷ - 119.44 Triệu/m²,"Quận Bình Thạnh, Thành phố Hồ Chí Minh",36 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,---,---
5.85 Tỷ - 130 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",45 m²,Ngõ 1 ô tô,4m,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.5 Tỷ - 138.3 Triệu/m²,"Quận 1, Thành phố Hồ Chí Minh",47 m²,Ngõ ô tô đỗ cửa,---,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.2 Tỷ - 106.67 Triệu/m²,"Quận Bắc Từ Liêm, Thành phố Hà Nội",30 m²,Ngõ 2 ô tô tránh,---,---,Nhà môi giới,Nhà ở,---,---,---,"Giấy CN QSDĐ - Sổ đỏ - Sổ hồng, Hợp đồng mua bán"
4.35 Tỷ - 96.67 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",45 m²,Ngõ ngách,4m,---,Chính chủ,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.6 Tỷ - 72 Triệu/m²,"Quận Thanh Xuân, Thành phố Hà Nội",50 m²,Ngõ ngách,5.2m,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.35 Tỷ - 96.67 Triệu/m²,"Quận Hai Bà Trưng, Thành phố Hà Nội",45 m²,Ngõ ngách,4m,---,Chính chủ,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.7 Tỷ - 104.44 Triệu/m²,"Quận Đống Đa, Thành phố Hà Nội",45 m²,Ngõ ngách,---,---,Nhà môi giới,Nhà ở,---,---,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
3.3 Tỷ - 5.56 Triệu/m²,"Huyện Củ Chi, Thành phố Hồ Chí Minh",594 m²,Mặt phố - Mặt đường,9m,---,Sàn bất động sản,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
6.2 Tỷ - 134.78 Triệu/m²,"Quận Tân Bình, Thành phố Hồ Chí Minh",46 m²,Ngõ 1 ô tô,3.2m,---,Chính chủ,Nhà ở,2,3,3,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
1.15 Tỷ - 5 Triệu/m²,"Thị xã Phú Mỹ, Tỉnh Bà Rịa - Vũng Tàu",230 m²,Mặt phố - Mặt đường,8m,---,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
4.5 Tỷ - 91.84 Triệu/m²,"Quận Gò Vấp, Thành phố Hồ Chí Minh",49 m²,Ngõ 1 ô tô,---,---,Nhà môi giới,Nhà ở,---,---,4,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.6 Tỷ - 87.5 Triệu/m²,"Quận Cầu Giấy, Thành phố Hà Nội",64 m²,Ngõ ngách,6m,---,Nhà môi giới,Nhà ở,---,---,9,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.35 Tỷ - 86.29 Triệu/m²,"Quận Ba Đình, Thành phố Hà Nội",62 m²,Ngõ ngách,5.9m,---,Nhà môi giới,Nhà ở,3,3,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
5.65 Tỷ - 22.97 Triệu/m²,"Huyện Lý Nhân, Tỉnh Hà Nam",246 m²,Mặt phố - Mặt đường,10m,Tây,Nhà môi giới,Đất - Đất nền - Nhà như đất,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
2.45 Tỷ - 58.33 Triệu/m²,"Quận 12, Thành phố Hồ Chí Minh",42 m²,Ngõ 1 ô tô,3.5m,---,Nhà môi giới,Nhà ở,---,---,---,Giấy CN QSDĐ - Sổ đỏ - Sổ hồng
